"-6.5378","-6.7966","-5.8976","-5.5026","-4.9442","-4.8761","-3.8409","-3.7047","-4.1814","-6.1973","-7.1779","-7.8589","-7.0962","-6.5378","-5.4209","-4.127","-4.0316","-5.1213","-6.7421","-7.8045","-8.7034","-8.5127","-7.3277","-6.456","-6.4016","-6.8647","-7.1779","-7.0281","-6.5241","-6.3743","-7.8045","-8.8532","-8.9622","-9.6023","-9.2482","-7.355","-6.0202","-6.0202","-6.6331","-5.7069","biking"
"-6.5786","-8.54","-8.7034","-8.6081","-8.6353","-8.1041","-7.3277","-7.8862","-6.1155","-6.1836","-6.0338","-6.7966","-6.3743","-7.5593","-9.0439","-8.1995","-7.8998","-7.8317","-8.0769","-5.8295","-6.1564","-7.1507","-7.2733","-6.5105","-7.5865","-9.2346","-8.54","-8.826","-8.3493","-7.0962","-5.8023","-7.6683","-7.3277","-7.3277","-6.279","-6.8647","-8.0224","-7.3822","-7.355","-7.3958","biking"
"-7.7091","-6.5922","-5.3119","-3.6775","-4.3449","-6.9464","-6.9464","-6.0202","-5.9657","-6.3335","-6.5378","-5.3528","-5.8023","-5.3256","-5.0395","-5.1621","-5.3119","-6.1564","-6.456","-6.456","-6.0066","-4.9578","-4.5764","-5.1621","-6.3062","-7.1643","-7.8045","-7.9679","-7.8317","-7.3141","-7.0826","-7.0962","-7.1234","-5.9793","-6.0883","-7.4367","-9.4389","-8.9349","-6.9736","-5.1894","biking"
"-8.1995","-10.093","-9.3027","-7.2188","-7.6683","-7.7636","-7.2733","-7.7364","-6.8374","-7.6138","-7.8181","-8.0905","-6.8783","-5.8567","-6.8783","-7.3822","-8.5127","-8.1586","-7.9951","-7.8998","-6.7012","-6.9872","-6.7421","-6.1019","-6.4424","-6.7693","-6.3743","-6.8374","-8.2812","-8.2812","-8.7851","-8.6353","-7.6546","-7.0962","-5.9657","-7.2188","-7.3277","-7.927","-6.2109","-6.96","biking"
"-8.1586","-8.717","-8.1177","-9.7522","-9.3299","-6.7421","-5.6252","-6.8374","-5.5707","-5.5571","-4.6582","-5.4481","-7.1234","-6.4833","-7.2188","-6.4152","-5.8295","-4.7807","-5.2438","-5.2847","-5.7342","-5.6933","-4.7535","-4.985","-6.6876","-7.3958","-7.2733","-7.1371","-4.3585","-4.3585","-4.4675","-6.0611","-7.6002","-8.6898","-7.7091","-7.5865","-7.6546","-7.463999999999999","-6.4152","-4.3313","biking"
"-5.2847","-6.3198","-8.0632","-7.5729","-7.8045","-8.8668","-10.678","-8.826","-7.9679","-8.2403","-8.2812","-7.0962","-5.1213","-5.5707","-8.6489","-11.863","-10.692","-7.2188","-8.1858","-6.8374","-5.2575","-4.2223","-5.0804","-7.9543","-6.7148","-8.6353","-7.9951","-8.6353","-7.8726","-7.246","-7.0962","-6.9055","-8.1313","-6.96","-6.2517","-6.7421","-6.279","-8.0905","-6.9328","-8.431000000000001","biking"
"-8.1995","-10.052","-8.1586","-6.4833","-7.1507","-6.1019","-7.0826","-5.5571","-6.7148","-7.8998","-7.246","-5.2575","-8.2403","-9.0303","-8.3084","-7.2188","-5.9112","-5.5571","-5.1076","-4.985","-4.5492","-4.6173","-4.7671","-5.3528","-6.5514","-7.2596","-7.0962","-5.7205","-5.2575","-5.4073","-6.2245","-6.8374","-6.2654","-4.8352","-3.2144","-3.051","-4.522","-8.4174","-9.1529","-8.8124","biking"
"-6.17","-6.2517","-7.1779","-9.9565","-8.3765","-5.8295","-4.1678","-7.1643","-9.0984","-11.032","-9.5479","-8.7987","-8.2676","-9.8203","-9.616","-6.2517","-5.4345","-4.1951","-4.5083","-5.5435","-8.1313","-10.406","-8.3493","-7.7227","-5.7886","-7.2188","-6.5514","-6.3198","-5.8295","-6.4016","-6.7829","-6.6331","-6.5105","-7.1507","-10.011","-7.5593","-8.2267","-7.0145","-6.7693","-6.674","biking"
"-6.0611","-7.2052","-6.4969","-9.221","-8.4855","-8.2403","-6.9055","-6.0066","-7.5865","-5.7342","-7.7364","-7.1915","-7.1371","-6.3471","-5.3664","-6.3743","-8.0088","-8.4446","-7.3005","-7.0962","-4.4266","-4.8761","-4.9578","-5.4073","-6.851","-6.8919","-5.4481","-4.8216","-4.9714","-5.2302","-5.4754","-7.0281","-7.0962","-6.3471","-4.2904","-3.0782","-2.9284","-5.4209","-5.4209","-7.6138","biking"
"-7.9951","-7.7364","-6.8374","-7.4095","-8.0905","-7.7636","-6.4697","-3.9227","-4.9306","-6.5514","-9.4525","-12.354","-9.0575","-6.5105","-4.6037","-7.5457","-9.507","-8.2676","-6.7012","-3.6639","-4.0589","-8.3084","-9.3299","-8.7034","-8.431000000000001","-7.2869","-6.1292","-6.1428","-6.8102","-7.4367","-7.3005","-5.9793","-6.1155","-8.0769","-5.1621","-7.3958","-8.1858","-9.0575","-8.036","-5.884","biking"
"-4.5764","-5.6933","-1.6072","-0.40861","-0.92618","-1.8115","-1.9613","-0.85808","-1.0624","-1.3484","-1.4438","-1.2122","-1.5255","-2.5198","-3.6366","-6.8919","-7.3277","-6.8647","-4.3994","-3.5549","-0.70826","-1.58","-10.283","-1.4165","4.1814","-1.8115","3.2825","3.5549","-2.1248","-3.9227","-4.7944","-4.7944","-5.5162","-5.4481","-5.1349","-2.6015","-4.5764","-5.5707","-5.9929999999999986","-5.7886","downstairs"
"-3.3234","-2.1793","-1.3076","0.6674","-0.35413","-1.3893","-1.9477","-1.2803","-0.7355","-0.8036","-1.4301","-2.7241","-3.7865","-4.1542","-5.6524","-3.2553","-2.0567","-1.3893","-1.2122","-4.7807","-8.0905","-12.708","2.7513","2.9011","2.9829","4.2223","0.1362","-0.89894","-1.7298","-3.0373","-6.8238","-5.9657","-5.3392","-4.1542","-5.4209","-5.1485","-4.2632","-3.7865","-4.6173","-4.4402","downstairs"
