"0.5855100000000001","0.49144","0.31796","0.22633000000000006","0.022907","-0.13103","-0.17532","-0.13928","-0.2926","-0.38515","-0.40653","-0.45815","-0.8301700000000001","-0.8958299999999999","-0.66462","-0.61728","-0.82375","-1.0311","-1.0128","-1.0592","-1.2349","-1.4771","-1.3347","-1.0825","-1.2752","-1.4688","-1.4273","-1.3308","-1.2972","-1.2074","-1.4777","-1.5357","-1.5864","-1.6725","-1.6313","-1.5739","-1.6017","-1.5021","-1.6569999999999998","-1.5363","biking"
"-1.3573","-1.5278","-1.4652","-1.3231","-1.1368","-0.94409","-0.7428100000000001","-0.39981","-0.25716999999999995","-0.087048","-0.056504999999999986","0.053145000000000005","0.084299","0.15272","0.32803000000000004","0.54672","0.58643","0.6542399999999999","0.81001","1.0226","1.1472","1.2837","1.4279","1.5275","1.6518","1.6148","1.7434","1.7092","1.6609","1.6903","1.9068","1.7966","1.8344","1.7342","1.726","1.6014","1.5192","1.6878","1.7318","1.4972","biking"
"1.3069","1.3467","1.3531","1.175","1.219","1.0275","1.0611","0.71777","0.47312","0.5962","0.24374","-0.060781","-0.026267","-0.18876","-0.34544","-0.40745","-0.33353","-0.35613","-0.49114","-0.7098300000000001","-0.63713","-0.5787899999999999","-0.81612","-0.97066","-0.90255","-0.97525","-1.1985","-1.3815","-1.3659","-1.1408","-1.2404","-1.3448","-1.3396","-1.1023","-1.033","-1.2972","-1.4642","-1.5745","-1.4716","-1.5226","biking"
"-1.7654","-1.8192","-1.6087","-1.6671","-1.5388","-1.6848","-1.6176","-1.5956","-1.6768","-1.6649","-1.4468","-1.171","-0.92821","-0.71868","-0.34453","-0.23976","-0.12584","-0.025045","0.065973","0.15547","0.34697","0.63377","0.66615","0.88575","1.0223","1.0498","1.2504","1.3799","1.3711","1.5162","1.6157","1.6261","1.693","1.774","1.8595","2.0944","2.1307","2.0269","2.0003","1.8888","biking"
"1.7119","1.6619","1.6283","1.5455","1.3399","1.3784","1.2807","1.1136","1.3387","1.255","0.9728","1.1829","0.77946","0.92118","0.78435","-0.002138","0.23702","0.066584","-0.21411","-0.4447100000000001","-0.35675","-0.31429","-0.38271","-0.48869","-0.53451","-0.56016","-0.76205","-1.0351","-0.9053","-0.51618","-0.58582","-1.1118","-1.4456","-1.5586","-1.0715","-0.84788","-1.1689","-1.6903","-1.5473","-0.96761","biking"
"-1.0611","-1.3897","-1.5498","-1.4734","-1.5128","-1.5299","-1.7217","-1.7077","-1.5021","-1.4621","-1.4053","-1.4269999999999998","-1.4817","-1.379","-1.4007","-1.5339","-1.3598","-1.0586","-0.89339","-0.8885","-0.53237","-0.42974","-0.18784","-0.079412","0.30818","0.29444000000000004","0.26542","0.72265","0.69242","1.0055","0.98349","1.0938","1.2446","1.241","1.5107","1.6008","1.5986","1.686","2.0061","2.0039","biking"
"1.8787","1.6997","1.6756","1.8696","1.5947","1.9212","1.9044","1.8708","1.5806","1.5547","1.737","1.5675","1.3583","1.3546","1.3864","1.2431","0.91294","1.0006","0.7422","0.55467","0.50763","0.41233","0.14661","0.11118","-0.036041","-0.18815","-0.54275","-0.58307","-0.42425","-0.36499","-0.29566","-0.47647","-0.55619","-0.53573","-0.48625","-0.70738","-0.90469","-1.1463","-1.4053","-1.5504","biking"
"-1.4044","-1.1002","-1.6481","-1.8925","-1.5861","-1.0675","-1.2507","-1.5779","-1.6857","-1.6985","-1.6664","-1.4737","-1.5647","-1.6014","-1.6066","-1.5886","-1.5149","-1.5314","-1.5681","-1.7773","-1.6759","-1.2785","-0.89644","-0.61453","-0.60292","-0.35461","-0.1967","0.07360900000000001","0.11698","0.28466","0.33964","0.5787899999999999","0.624","0.74373","0.8930899999999999","0.86682","1.2898","1.1793","1.4334","1.3903","biking"
"1.6255","1.6496","1.8546","1.7843","1.8357","1.8641","1.6341","1.7187","1.6142","1.8158","2.0363","1.7532","1.5259","1.4294","1.7315","1.5892","1.3305","1.3512","1.3677","0.93004","0.9276","0.9951","0.77305","0.57391","0.50885","0.49114","0.28558","-0.25351","-0.28283","-0.13775","-0.08827","-0.4758600000000001","-0.71563","-0.5919300000000001","-0.24893","-0.35644000000000003","-0.63194","-0.8579600000000001","-0.8579600000000001","-1.018","biking"
"-1.2724","-1.1808","-1.0672","-1.3186","-1.431","-1.408","-1.2361","-1.0886","-1.054","-1.4273","-1.5745","-1.8155","-1.5406","-1.4447","-1.5021","-1.5632","-1.7611","-1.8751","-1.7984","-1.4853","-1.3799","-1.7141","-1.7987","-1.503","-1.3231","-1.1744","-1.0556","-0.8604","-0.60659","-0.28375","-0.051007","-0.11393","-0.074831","0.15394000000000002","0.23457","0.77","0.6893600000000001","1.0837","0.95906","1.0214","biking"
