"0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","sit"
"0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","sit"
"0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.71","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","sit"
"0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","sit"
"0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","sit"
"0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","sit"
"0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.76","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","sit"
"0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","0.80","sit"
"0.68","0.68","0.68","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.73","0.73","0.73","stand"
"0.73","0.73","0.73","0.73","0.73","0.73","0.73","0.73","0.73","0.73","0.73","0.73","0.73","0.73","0.73","0.73","0.73","0.73","0.73","0.73","0.73","0.73","0.73","0.73","0.73","0.73","0.73","0.73","0.73","0.66","0.66","0.66","0.66","0.66","0.66","0.66","0.66","0.66","0.66","0.66","stand"
