0.98,-0.11,0.19,-1.68,0.91,-1.46,-5,999.65,73,0.71
0.98,-0.11,0.19,-3.38,1.86,1.92,-5,999.65,73,0.71
0.98,-0.11,0.19,-3.38,1.86,1.92,-5,999.65,73,0.71
0.98,-0.11,0.19,-3.38,1.86,1.92,-5,999.65,73,0.71
0.98,-0.11,0.19,-3.38,1.86,1.92,-5,999.65,73,0.71
0.98,-0.11,0.19,-3.38,1.86,1.92,-5,999.65,73,0.71
0.98,-0.11,0.19,-3.38,1.86,1.92,-5,999.65,73,0.71
0.96,-0.1,0.15,-4.05,2.47,-6.62,-5,999.65,73,0.71
0.96,-0.1,0.15,-4.05,2.47,-6.62,-5,999.65,73,0.71
0.96,-0.1,0.15,-4.05,2.47,-6.62,-5,999.65,73,0.71
0.96,-0.1,0.15,-4.05,2.47,-6.62,-5,999.65,73,0.66
0.96,-0.1,0.15,-4.05,2.47,-6.62,-5,999.65,73,0.66
0.96,-0.1,0.15,-4.05,2.47,-6.62,-5,999.65,73,0.66
0.97,-0.13,0.17,-4.05,2.47,-6.62,-5,999.65,73,0.66
0.97,-0.13,0.17,-2.53,-1.07,-9.05,-5,999.65,73,0.66
0.97,-0.13,0.17,-2.53,-1.07,-9.05,-5,999.65,74,0.66
0.97,-0.13,0.17,-2.53,-1.07,-9.05,-5,999.65,74,0.66
0.97,-0.13,0.17,-2.53,-1.07,-9.05,-5,999.65,74,0.66
0.94,-0.13,0.18,-0.52,-1.28,-7.59,-5,999.65,74,0.66
0.94,-0.13,0.18,-0.52,-1.28,-7.59,-5,999.65,74,0.66
0.94,-0.13,0.18,-0.52,-1.28,-7.59,-5,999.65,74,0.66
0.94,-0.13,0.18,-0.52,-1.28,-7.59,-5,999.65,74,0.66
0.94,-0.13,0.18,-0.52,-1.28,-7.59,-5,999.65,74,0.66
0.94,-0.13,0.18,-0.52,-1.28,-7.59,-5,999.65,74,0.66
0.96,-0.14,0.17,-0.61,-0.88,-4.66,-5,999.65,74,0.66
0.96,-0.14,0.17,-0.61,-0.88,-4.66,-4,999.65,74,0.66
0.96,-0.14,0.17,-0.61,-0.88,-4.66,-4,999.65,74,0.66
0.96,-0.14,0.17,-0.61,-0.88,-4.66,-4,999.65,74,0.66
0.96,-0.14,0.17,-0.61,-0.88,-4.66,-4,999.65,74,0.66
0.96,-0.14,0.17,-0.61,-0.88,-4.66,-4,999.65,74,0.66
0.96,-0.14,0.17,-0.61,-0.88,-4.66,-4,999.65,74,0.66
0.97,-0.11,0.18,1.37,-1.07,0.12,-4,999.65,74,0.66
0.97,-0.11,0.18,1.37,-1.07,0.12,-4,999.65,74,0.66
0.97,-0.11,0.18,1.37,-1.07,0.12,-4,999.65,74,0.66
0.97,-0.11,0.18,1.37,-1.07,0.12,-4,999.65,74,0.66
0.97,-0.11,0.18,1.37,-1.07,0.12,-4,999.65,74,0.66
0.97,-0.11,0.18,1.37,-1.07,0.12,-4,999.65,74,0.66
0.97,-0.11,0.18,1.37,-1.07,0.12,-4,999.65,74,0.66
0.96,-0.1,0.17,0.09,0.95,-2.68,-4,999.65,74,0.63
0.96,-0.1,0.17,0.09,0.95,-2.68,-4,999.65,74,0.63
