@relation test
@attribute attribute1 numeric
@attribute attribute2 numeric
@attribute attribute3 numeric
@attribute attribute4 numeric
@attribute attribute5 numeric
@attribute attribute6 numeric
@attribute attribute7 numeric
@attribute attribute8 numeric
@attribute attribute9 numeric
@attribute attribute10 numeric
@attribute attribute11 numeric
@attribute attribute12 numeric
@attribute attribute13 numeric
@attribute attribute14 numeric
@attribute attribute15 numeric
@attribute attribute16 numeric
@attribute attribute17 numeric
@attribute attribute18 numeric
@attribute attribute19 numeric
@attribute attribute20 numeric
@attribute attribute21 numeric
@attribute attribute22 numeric
@attribute attribute23 numeric
@attribute attribute24 numeric
@attribute attribute25 numeric
@attribute attribute26 numeric
@attribute attribute27 numeric
@attribute attribute28 numeric
@attribute attribute29 numeric
@attribute attribute30 numeric
@attribute attribute31 numeric
@attribute attribute32 numeric
@attribute attribute33 numeric
@attribute attribute34 numeric
@attribute attribute35 numeric
@attribute attribute36 numeric
@attribute attribute37 numeric
@attribute attribute38 numeric
@attribute attribute39 numeric
@attribute attribute40 numeric
@attribute class {biking,downstairs,jogging,sitting,standing,upstairs,walking}
@data
"-1.4707","-1.8132","-0.94984","-0.58216","-0.034417","0.039198","1.0943","1.2496","0.79201","-1.1416","-2.0844","-2.6961","-1.7971","-1.1187","0.098761","1.501","1.6339","1.2557","-0.81385","-1.7632","-2.591","-2.1587","-0.81306","0.19907","0.4522100000000001","0.063962","-0.10346","0.23273","0.84909","1.0538","-0.21705","-1.1451","-1.1362","-1.6222","-1.2248","0.78452","2.1913","2.2441","1.6474","2.6434","biking"
"1.7921","-0.11563","-0.2504","-0.12725","-0.13362000000000002","0.42858","1.2145","0.6519199999999999","2.4141","2.3358","2.4862","1.7280000000000002","2.152","0.96985","-0.43979","0.43868","0.7750600000000001","0.91126","0.68","2.9718","2.6501","1.6678","1.5487","2.29","1.1785","-0.51213","0.115","-0.24169","0.19075","1.3523","2.5338","0.4673100000000001","0.6450600000000001","0.36765","1.2409","0.56415","-0.6118100000000001","-0.41047","-0.57818","-0.72241","biking"
"-1.3475","-0.42102","0.58309","2.05","1.2933","-1.4769","-1.6769999999999998","-0.88155","-0.8930799999999999","-1.3739","-1.6036","-0.42614","-0.8453700000000001","-0.34664","-0.041549","-0.1056","-0.16394","-0.95582","-1.1986","-1.0691","-0.52609","0.1438","1.0584","0.57687","-0.45696","-1.2093","-1.6425","-1.7244","-1.3482","-0.68987","-0.31975","-0.19967","-0.10052","1.203","1.1865","-0.055886","-1.9463","-1.3228","0.75763","2.651","biking"
"-0.25397","-2.01","-1.1575","0.9948","0.64766","0.6086600000000001","1.1278","0.7469600000000001","1.7027","0.98293","0.83896","0.61063","1.8245","2.8566","1.8356","1.3375","0.22862","0.6059100000000001","0.7751","0.88939","2.1233","1.8467","2.1139","2.765","2.4259","2.106","2.5045","2.0301","0.56047","0.5536800000000001","-0.013576","0.06970499999999999","1.0004","1.4502","2.4825","1.0581","0.878","0.058747","1.6051","0.6753100000000001","biking"
"-0.70345","-1.4394","-1.0182","-2.9226","-2.595","-0.27924","0.67147","-0.6824","0.4104600000000001","0.16105","0.97102","0.020375","-1.853","-1.2618","-2.165","-1.3767","-0.7875800000000001","0.23933","-0.20501","-0.21877","-0.60649","-0.5049","0.47906","0.27547","-1.3266","-1.9532","-1.7156","-1.5194","1.4267","1.483","1.392","-0.079391","-1.5506","-2.3915","-1.9638","-1.0433","-0.92117","-0.57458","0.5552600000000001","2.8236","biking"
"1.9646","0.99956","-0.59445","0.040448000000000005","0.037412","-0.94349","-2.5464","-0.5816899999999999","0.38061","0.19152","-0.22617","1.4705","3.463","3.0565","0.037073","-3.1021","-1.9129","1.5714","0.63642","1.9882","3.5261","4.5346","3.6566","0.78486","2.0253","0.1239","0.77885","0.16033","0.94578","1.5923","1.7526","1.9447","0.72787","1.9139","2.6112","2.0932","2.5368","0.63439","1.7634","0.19293","biking"
"0.32456","-1.71","0.054819000000000014","1.6637","0.78133","1.6702","0.40574","1.707","0.33152","-1.0509","-0.49803","1.099","-2.1035","-2.9847","-2.4555","-1.6171","-0.46542","-0.18725","0.046596","0.061169000000000015","0.42042","0.26486","0.099241","-0.10137","-1.707","-2.3752","-2.167","-0.66083","-0.1264","-0.22394","-0.98341","-1.5493","-0.94337","0.55265","2.2602","2.4858","1.1117","-2.5843","-3.236","-2.7192","biking"
"0.2182","0.22804","-0.52044","-2.9489","-1.2281","1.4681","3.2974","0.43355","-1.4281","-3.1488","-1.5578","-0.76803","-0.094784","-1.6098","-1.3359","2.0689","2.8796","4.1414","3.8316","2.7928","0.23246","-2.0144","0.068016","0.6873600000000001","2.2949","1.1746","1.8368","2.0633","2.549","1.9685","1.6041","1.7566","1.8989","1.3006","-1.5206","0.95566","0.33681","1.5752","1.8208","1.9025","biking"
"2.4964","1.2983","1.9129","-0.88239","-0.19066","-0.12006","1.1171","-0.60154","0.095697","1.7888","-0.30186","-0.08729500000000001","-0.25415","0.36195","1.0653","-0.04284","-1.8621","-2.5729","-1.6065","-1.4887","0.9541","0.36233","0.094238","-0.39728","-1.4598","-2.0292","-0.62692","2.48e-05","-0.091926","-0.31487","-0.55494","-2.0295","-2.0352","-1.176","0.96791","2.2143","2.3913","0.013616","0.013616","-1.9928","biking"
"-2.0792","-1.7281","-0.6804600000000001","-1.0338","-1.6388","-1.4098","0.33921","3.0089","2.1459","0.66564","-2.1517","-4.8179","-1.3868","1.2364","3.2782","0.38596","-1.4880000000000002","-0.12288","1.5191","4.5898","4.2360000000000015","0.061829","-0.9004","-0.25592","0.085491","1.2344","2.3952","3.1289","1.7356","1.1052","1.236","2.5528","2.4291","0.47955","3.4147","1.1795","0.41402","-0.41527","0.62061","2.7793","biking"
"-0.93724","-1.9423","1.8933","2.3259","1.6773","0.94541","0.96828","1.9097","1.5513","1.1493","1.1424","1.4722","1.2663","0.46887","-0.55486","-3.634","-4.0347","-3.5511","-1.1083","-0.49143","2.0674","0.9837","-6.8975","1.8906","7.1671","1.2427","5.649","5.2059","-0.82109","-2.3817","-2.9503","-2.3746","-2.7246","-1.991","-1.6247","0.77195","-1.165","-1.8357","-2.1064","-1.871","downstairs"
"0.28874","1.1184","0.71363","3.7355","2.7592","1.7102","0.95693","1.514","2.0192","1.5564","1.5166","0.48729","-0.1135","-0.6663600000000001","-2.3099","-0.096362","0.89325","1.4474","0.8909799999999999","-2.6021","-5.5708","-9.3601","5.8301","5.7539","5.417000000000002","5.9932","3.5547","0.24292","-0.49613","-1.6118","-4.5169","-3.3286","-2.4679","-0.96847","-2.0155","-1.5857","-0.37983","0.072461","-0.8622","-0.90871","downstairs"
"0.32895","0.31419","2.9386","3.0126","0.32712","0.56803","2.0154","2.3065","2.1708","0.75793","0.081331","-1.2549","-5.2824","-4.7217","-2.3522","2.9162","3.252","1.5127","3.1176","1.1571","-2.8218","-12.57","-5.1273","4.1491","2.5611","3.6271","4.677","4.0255","1.4998","0.94799","-1.0971","-4.3175","-7.2201","-2.4231","0.78468","1.7385","1.8006","0.74932","0.5216","0.63522","downstairs"
"0.5696899999999999","1.475","0.23686","0.88675","0.88113","1.2621","0.91712","-1.9129","-3.1308","-1.0532","0.94539","2.3165","1.5818","0.67471","0.46923","0.54583","1.3199","1.8874","1.5258","1.1003","1.1659","-0.015196","-0.68606","-0.48758","-0.5577","-4.2231","-4.8021","-9.2737","0.20621","-3.2904","-4.1012","-5.8489","-4.1303","-2.7935","2.2197","3.7428","4.6678","1.6706","-1.9371","-2.5374","downstairs"
"-0.8344600000000001","-0.12913","-2.9048","-2.9589","-1.9754","0.7842399999999999","4.5399","4.9731","5.8401","3.9029","3.9731","4.8061","5.5307","5.396","3.7965","-0.017190999999999998","-0.7126899999999999","-3.304","-4.6885","-1.7352","1.372","2.2765","-0.1777","3.4233","-6.8624","-4.0885","-9.7472","3.3941","4.7573","4.0332","5.6748","2.1745","-0.8712700000000001","0.7645","-1.1682","-3.7185","-6.0118","-3.6231","-0.34927","-0.36133","downstairs"
"-1.59","-1.3646","-1.7515","0.041543","1.2072","2.2098","1.5454","0.86969","1.7493","2.4741","2.6455","2.4889","2.1284","0.06379299999999999","-1.7243","-1.8469","1.1353","0.39611","0.92692","-3.9691","-4.0776","-10.868","-7.325","-1.9403","6.7012","4.5869","4.2155","1.4794","-1.1184","-3.265","-4.9182","-5.4571","-3.0372","-2.2959","-3.4982","-2.0048","4.7913","4.6117","3.3933","0.099959","downstairs"
"-0.29247","2.6098","3.096","3.5042","0.49071","-0.80904","-1.4752","-1.9385","-2.8733","1.8919","1.6704","-0.46202","-6.6977","-16.63","7.5869","8.6482","6.6555","5.9666","3.0068","1.6108","-11.978","-12.114","0.12946","-1.1128","-0.1384","-5.4842","-3.5763","0.31734","3.1392","3.868","4.5623","1.2881","1.1658","1.4886","1.8796","2.8785","2.2672","-1.3412","-3.7179","-7.0331","downstairs"
"-8.967","-0.88851","6.5885","4.5593","-1.4365","-2.1349","-11.458","2.0391","7.1023","5.9202","5.6011","2.1618","-1.8705","-11.193","-12.831","-3.8434","1.7618","-1.2503","5.3528","5.2181","4.666","-0.52564","-0.35549000000000003","1.0174","3.5410000000000004","2.0885","0.50945","-0.72559","-1.1725","-2.5026","-7.1282","-3.8618","-0.83996","5.6046","-0.41513","-4.6548","-7.0511","6.1738","7.4456","7.2259","downstairs"
"6.8504","-0.38789","-3.8494","-12.87","-4.7248","-1.1049","-1.9268","-2.9995","-2.5943","-1.1306","2.5576","2.8358","0.7063699999999999","3.0221","1.8678","-0.021599","0.95384","2.1932","2.3526","2.3014","2.1679","0.9812","0.8979799999999999","0.94753","1.3178","-7.6371","-7.1225","-8.4679","-1.2116","1.5597","10.182","3.7321","-1.0429","-6.5593","3.1014","3.7652","2.7102","2.8211","3.2415","2.8854","downstairs"
"0.69513","-0.35759","-0.52225","-1.4713","-2.0506","-2.3065","-2.7746","-3.3608","-3.153","-2.8612","-3.1276","-2.7363","-2.4276","-3.2191","-5.5324","-5.8953","-4.7171","-1.3896","-0.3256","-0.041954000000000005","0.85535","1.8087","5.6852","8.6409","6.7337","0.5241899999999999","0.8337600000000001","2.2009","5.0889","6.0119","6.2766","6.0751","5.9069","6.4173","6.6219","6.8464","6.7776","6.4098","5.7875","4.8746","downstairs"
"0.90743","-4.7636","-7.9782","-9.881","-9.18","-3.3081","6.6866","-6.1831","12.127","8.2871","5.1444","-6.7996","-7.27","-3.6717","-5.4578","-6.7652","-6.5707","-4.0046","-2.8378","0.28484","-2.8501","-2.8501","0.24454","2.6103","1.6137","4.9244","5.292999999999998","3.9838","3.5686","2.4227","-2.605","-9.0835","-3.6129","4.2677","5.3542","5.525","5.851","5.666","4.1657","1.3623","jogging"
"-2.3387","-6.9193","-12.109000000000002","-10.964","-13.871","13.325","6.1323","4.3897","8.9316","8.9316","4.9860000000000015","4.9860000000000015","4.9860000000000015","-8.2421","-7.1651","-7.3427","-6.4281","-5.1456","-1.7693","3.2932","-0.16505","1.9027","1.3799","3.6057","3.5978","5.2816","6.6503","4.3456","4.7863","6.896","-3.0083","-10.441","-2.5033","4.4364","6.0175","7.1192","6.9225","6.5071","4.907","2.5846","jogging"
"-2.7052","-11.034","-10.513","-10.083","-16.894000000000002","13.514","14.235","3.343","7.0735","5.6298","1.5719","-16.817","-15.591","-14.215","-8.5694","-7.7171","-3.9177","-0.63776","0.5101","-2.9187","-1.7833","-0.5002300000000001","2.1629","3.2458","3.3527","4.1046","2.9451","3.338","4.4132","4.0247","-6.2147","-5.996","-0.74797","5.3251","6.1205","6.3559","4.6794","4.6794","4.6794","-1.6654","jogging"
"-5.5493","-10.899","-9.7054","-10.746","-1.9341","11.786","0.66064","6.096","7.3306","4.8757","2.8736","0.35078000000000004","-13.597","-14.813","-7.6122","-4.2679","-4.464","-4.9982","-0.59218","-1.9507","-4.796","0.09846","2.2652","1.9472","4.1085","5.1961","3.6316","2.35","0.43815","-1.722","-4.7457","-1.0135","2.9118","5.7628","6.7812","6.6328","6.0848","4.5365","3.122","1.1207","jogging"
"-7.3026","-9.5693","-12.336","-10.372","11.191","3.9485","-7.739","8.8407","3.5606","2.7993","0.067398","-8.1345","-9.6515","-9.3162","-7.9347","-6.1864","-2.7609","-1.4627","0.13552","-3.2491","-1.8608","0.68242","1.558","3.5892","4.4709","3.6805","3.0978","2.5311","0.8784200000000001","-7.5073","-3.7636","-1.4228","3.2944","4.2057","4.8665","5.2767","4.8024","3.5788","1.0459","-2.7057","jogging"
"-5.192","-9.1441","-10.382","-15.832","13.568","15.284","5.3954","5.6221","6.7242","1.594","-6.0219","-5.7822","-6.6868","-6.371","-5.727","-3.4698","-1.7926","-2.0845","0.75298","-2.4425","-0.23378","2.1337","3.0908","2.2403","3.1579","3.8847","3.3666","3.5460000000000003","4.5594","-0.5440699999999999","-7.5412","-0.81333","3.8554","5.4994","5.1388","4.8855","4.2713","2.1517","0.55755","-2.582","jogging"
"-9.0989","-10.962","-14.032","11.35","-8.5872","8.1172","7.7453","3.4456","0.31625","-1.7358","-0.48892","-2.6252","-4.283","-2.9983","-4.2719","-4.0661","-5.2494","-4.3746","2.0173","2.6486","-3.2192","-2.5656","4.18","2.8119","4.2369","4.1119","2.7568","2.5269","3.4871","0.69082","-0.71942","-2.6557","-0.99309","-0.63356","2.8288","1.3296","0.44448","1.5490000000000002","0.48504","-2.3129","jogging"
"-3.4274","-4.5005","-5.5382","4.8924","-3.4323","8.6822","3.6661","2.0732","3.0147","0.78666","-3.72","0.13823","-1.9391","-3.915","-4.1871","-4.8142","-4.5918","-3.3157","-1.0068","0.6722600000000001","-2.5697","-2.4508","-0.21768","4.2357","2.9696","3.4326","3.1944","2.9882","4.037","1.7843","-3.156","-9.6186","-5.187","4.0946","4.6781","3.1109","3.2128","3.6845","2.8219","1.5741","jogging"
"-0.60777","-4.7673","-6.6658","-8.9316","-8.8744","11.687","15.434","4.1557","15.149","5.9813","-1.584","-4.1951","-2.6049","-5.9571","-5.3348","-3.9067","-5.3257","-3.6676","-3.7047","1.454","-0.33416","-0.89033","1.9725","3.3893","5.4022","4.0512","4.9836","6.1403","4.393","3.1134","5.6447","-2.3091","-7.026","-3.8716","2.804","3.8766","4.5361","4.1349","2.5652","1.5744","jogging"
"-0.60627","-4.7323","-8.9229","-11.959","-10.198","-15.272","6.9265","7.7877","9.0275","5.3836","-0.34224","-3.499","-7.9392","-9.7874","-6.1099","-4.5617","-6.343","-4.5285","-2.8537","1.3795","0.93347","-1.5373","0.66135","1.1081","3.2672","4.3052","5.9793","5.8154","3.0262","5.5214","9.2984","-4.8995","-7.3856","0.44123","2.5798","5.9113","6.3081","5.7078","3.8814","0.30748000000000003","jogging"
"0.21258","0.3486","0.34848","0.21165","0.23859","0.37457","0.27897","0.31966999999999995","0.30585","0.3068","0.32085","0.32084","0.1575","0.18516","0.18541","0.37689","0.41817","0.24165","0.14629","0.28292","0.4058","0.21601","0.21601","0.14777","0.39551","0.36944","0.32882","0.16530999999999998","0.24701","0.34218000000000004","0.28779","0.20656","0.28857","0.3159","0.37053","0.27497","0.20705","0.33024000000000003","0.31671","0.26214","sitting"
"0.24836","0.26194","0.28935","0.2894","0.28857","0.34325","0.24805","0.31612","0.34319","0.2617","0.27573000000000003","0.28934","0.3167","0.30299","0.31663","0.31651","0.27561","0.3163","0.2756","0.24831","0.28923000000000004","0.31644","0.24825","0.31644","0.31652","0.28929","0.23501","0.24861","0.24859","0.26214","0.24865","0.2761","0.30369","0.31746","0.29036","0.263","0.29051","0.29075","0.26338","0.277","sitting"
"0.2906","0.31782","0.2221","0.26304","0.24938","0.45333","0.28978000000000004","0.249","0.24906","0.33064","0.24907","0.28992","0.27618000000000004","0.20808","0.19494","0.30455","0.19597","0.26434","0.18279","0.27823000000000003","0.2509","0.29168","0.27773000000000003","0.31835","0.30461","0.33161","0.24975","0.24953000000000006","0.30397","0.24916","0.3582","0.19487","0.31737","0.2627","0.28959","0.24857","0.28924","0.22076","0.24797","0.31618","sitting"
"0.31589","0.24778000000000006","0.27511","0.28849","0.30196","0.27475","0.31559","0.34237","0.34211","0.35551","0.38392","0.34332","0.27581","0.2901","0.30384","0.29054","0.23688","0.22379","0.29198","0.25039","0.27684000000000003","0.27658","0.23501","0.28949","0.2904","0.25031","0.23721","0.28001","0.28001","0.28001","0.34906","0.33506","0.32129","0.33475","0.32085","0.32032","0.30705","0.28043","0.28067","0.29461","sitting"
"0.25378","0.30827","0.36224","0.29352","0.29351","0.25283","0.21219","0.30795","0.29457","0.26771","0.13235999999999998","0.24094","0.25447","0.34916","0.28079","0.25373","0.32193","0.25431","0.24112","0.22837","0.28325","0.35128000000000004","0.34994000000000003","0.33562","0.29377","0.29332","0.29329","0.2794","0.26209","0.24622","0.22161","0.31707","0.31608","0.31139","0.29886","0.12425","0.08497","0.12577","0.4923","0.37083","sitting"
"0.30486","0.23995","0.32514","0.36681","0.32945","0.18307","0.22681","0.1755","0.2717","0.31436","0.28922","0.27688","0.24024","0.22354","0.23142","0.24932","0.1704","-0.021378","0.034999","0.13473","0.33414","0.39614","0.34345","0.48097","0.38494","0.35826","0.37206","0.12498","0.32671999999999995","0.36511","0.4187","0.45824","0.36397","0.17651","0.21929","0.20821","0.19553","0.33142","0.33163000000000004","0.33325","sitting"
"0.49631","0.33516","0.2135","0.17409000000000002","0.27256","0.38297","0.39792","0.34535","0.26514","0.33527","0.25466","0.20037","0.43184","0.32245","0.25301","0.33477","0.30783","0.26643","0.29156","0.33011","0.3828","0.44956","0.2182","0.094627","0.13457","0.4446600000000001","0.40223","0.42802","0.16802999999999998","0.26277","0.37138","0.2491","0.26269000000000003","0.3038","0.20791","0.27495","0.42368","0.36921","0.25941","0.22939","sitting"
"0.36332","0.38944","0.26287","0.2183","0.1861","0.21085","0.20979","0.37015","0.40776","0.29511","0.32112","0.33342","0.36042","0.18324","0.36026","0.31889","0.29148","0.27724","0.29065","0.30417","0.34507","0.26349","0.27683","0.33107","0.27691","0.35868","0.34498","0.35885","0.3588","0.29065","0.23631","0.27701","0.2632","0.30401","0.35835","0.37189","0.26294","0.24969","0.34503","0.30407","sitting"
"0.26323","0.23565","0.33072","0.32982","0.31541","0.34201","0.36837","0.28656","0.273","0.287","0.28723000000000004","0.24617","0.25939","0.2317","0.28492","0.36433","0.25329","0.24759","0.3028","0.29138000000000003","0.27598","0.25898000000000004","0.40333","0.38453","0.36809","0.27092","0.4704100000000001","0.38612","0.42538","0.26166","0.20715","0.17885","0.13513","0.13483","0.23004","0.13423","0.078579","0.39063","0.55425","0.70435","sitting"
"0.47389","0.12178","-0.34003","-0.24531","0.90782","1.3026","1.3167","-0.37962","-0.8787299999999999","-0.60448","0.7083","1.1224","0.7843","0.0092144","-0.031288","0.12003","0.8408","0.83945","0.52499","0.31865","0.20849","0.2055","0.061377","0.33251","0.36026","0.69958","0.4751","0.26596","0.14381","0.42048","0.44517","0.3296","-0.25543000000000005","-0.27612","-0.07466","0.047542","0.15485","0.23139","0.22132","0.40391","sitting"
"0.061701","0.07378","0.073232","0.018449","-0.024088","0.042403","0.08213200000000001","0.06644800000000001","0.011106","-0.083753","-0.0022007","0.064046","0.048878","0.061065","0.16762","0.027304","0.011905","-0.030474","0.021196","0.020904","0.073077","0.044671","0.016986","-0.011402","0.08302999999999999","-0.0024745","-0.016081","0.037013","0.032892000000000005","0.097402","0.000986","0.090895","-0.0074402","0.018242","0.0038366","0.017268000000000002","0.030972000000000006","0.072017","0.04531","0.1135","standing"
"0.072255","0.084202","0.08363","0.092557","0.076609","0.04855","0.034028","0.11369","0.11076","0.091573","0.10346","0.099823","0.027428","0.038978","0.064553","0.11244","0.17483","0.10207","0.054112","0.037207","0.11196","0.1104","0.051927","-0.045539","-0.063667","0.043486","0.069663","0.028535","0.13505","-0.028855","0.024901","0.038294","0.065451","0.15916","0.036671","0.036549","0.090314","0.15824000000000002","0.034842000000000005","0.034701","standing"
"0.021257","0.03428","0.033967000000000004","0.008067399999999999","0.0094585","0.052115","0.013692","0.042021","0.029939","0.0034645","0.073249","0.086809","0.10072","0.113","0.071716","0.097388","0.042408","0.0022136","0.0048194","0.006272600000000001","0.11618","0.10283","0.048272","0.007651899999999999","0.060255","0.10075","0.11317","0.1246","0.083365","0.028684","-0.011952","0.028355","0.12233","0.0008710000000000001","0.02977","0.0047743","0.074917","0.0486","0.048711","0.075891","standing"
"0.06226","0.021864","-0.058654","0.038504","0.011715","0.013352","0.015238","0.017025","0.11214","0.045128","-0.0353","-0.033212","-0.0028657","-0.001513","0.081053","0.015017","0.10996","0.23115","0.070285","0.097946","0.005393600000000001","0.0079457","0.13099","0.063853","0.079555","0.093832","0.067453","0.08437599999999999","0.0037707","0.14069","0.062542","0.11766","0.049677","0.090863","0.052274","0.052274","0.053505","0.070781","0.030812","0.0058103","standing"
"0.022716","0.050412","0.050843","0.025593","-0.041656","-0.013857","-0.010745","0.044947","0.031823000000000004","0.074813","0.061371","0.02091","0.020885","0.18327","0.020447","0.0077288","-0.059391999999999986","0.036389","0.037777","0.13269","0.037764","0.065453","0.011594","-0.027214","0.081945","0.041912","0.096387","0.0025717","0.083757","0.0022753","-0.0096375","0.058238","0.12589","-0.008778200000000002","0.059373","0.005947399999999999","0.07475599999999999","0.034262","0.076515","0.036097","standing"
