"-0.21793","5.3528","5.5435","0.51502","13.963","0.90743","1.6823","-1.2584","1.7278","7.68","27.96","30.84","jogging"
"1.4846","1.5119","2.2474","1.8389","8.3595","-4.7636","2.4673","-2.9847","1.9105","6.72","27.3","31.86","jogging"
"2.4789","1.5119","-0.84446","1.907","8.2165","-7.9782","2.7046","-4.8445","1.4423","6.12","26.7","32.64","jogging"
"4.3449","-5.1894","-5.2983","2.0732","3.1778","-9.881","2.1191","-4.4508","0.8695700000000001","5.94","26.22","33.06","jogging"
"7.0281","-10.896","-8.6762","3.3262","-1.8292","-9.18","0.8301700000000001","-2.0042","-0.25198000000000004","6.18","25.98","32.94","jogging"
"7.1507","-12.531","-6.5378","3.0219","-4.2426","-3.3081","-1.9777","1.7245","-1.8601","6.72","25.8","32.7","jogging"
"-4.7944","-10.515","4.5356","-7.707000000000002","-1.4012","6.6866","-0.4163","-0.30696","-2.2425","6.9","25.8","32.46","jogging"
"-6.5105","-17.855999999999995","-9.0303","-7.8210000000000015","-8.564","-6.1831","-2.9019","-1.9731","-0.48197","7.32","25.98","32.04","jogging"
"1.5255","-9.0303","12.735","0.7812","0.7291300000000001","12.127","1.6347","-1.2727","0.66065","8.58","26.4","31.2","jogging"
"2.438","-11.169","9.9973","1.5155","-1.5565","8.2871","1.6539","-1.8192","-0.051924","9.42","26.82","30.48","jogging"
"0.96704","-14.696","7.355","0.10227","-5.1813","5.1444","3.1179","-2.5244","-1.0724","10.32","27.12","29.7","jogging"
"-2.547","-19.504","-5.1621","-3.1203","-9.8524","-6.7996","5.9569","-3.5552","-0.47098","12.12","28.26","28.08","jogging"
"-9.0167","-19.586","-4.8897","-9.6228","-10.092","-7.27","5.3176","-4.2864","3.4398","13.08","28.74","26.88","jogging"
"-7.9134","-19.6","-3.3097","-7.0212","-9.8404","-3.6717","3.7553","-3.3173","4.8732","13.98","29.28","25.74","jogging"
"-1.1577","-19.6","-6.0474","-0.013553","-9.8779","-5.4578","4.0766","0.16371","3.3891","16.08","30.06","22.92","jogging"
"4.1678","-19.491","-7.8045","4.874","-9.7649","-6.7652","4.5855","1.9148","1.7465","16.98","30.24","21.48","jogging"
"9.2891","-10.025","-6.3198","5.8255","-5.6569","-6.5707","3.5351","2.9059","1.3005","17.64","30.48","20.04","jogging"
