"-10.134","-10.147","-10.161","-10.106","-10.093","-10.12","-10.12","-10.134","-10.093","-10.188","-10.12","-10.12","-10.093","-10.12","-10.12","-10.134","-10.12","-10.106","-10.12","-10.147","-10.134","-10.093","-10.161","-10.12","-10.134","-10.052","-10.093","-10.134","-10.12","-10.093","-10.134","-10.093","-10.134","-10.147","-10.188","-10.147","-10.12","-10.079","-10.093","-10.12"
"-10.134","-10.12","-10.106","-10.12","-10.12","-10.12","-10.079","-10.12","-10.093","-10.134","-10.12","-10.106","-10.065","-10.106","-10.093","-10.093","-10.052","-10.093","-10.147","-10.093","-10.093","-10.093","-10.065","-10.093","-10.12","-10.12","-10.12","-10.134","-10.161","-10.093","-10.12","-10.12","-10.093","-10.093","-10.134","-10.12","-10.12","-10.065","-10.079","-10.093"
"-10.147","-10.106","-10.12","-10.147","-10.134","-10.065","-10.12","-10.093","-10.134","-10.065","-10.052","-10.093","-10.065","-10.079","-10.025","-10.12","-10.12","-10.106","-10.12","-10.093","-10.079","-10.079","-10.052","-10.079","-10.093","-10.106","-10.106","-10.093","-10.12","-10.079","-10.134","-10.161","-10.161","-10.093","-10.093","-10.106","-10.106","-10.134","-10.12","-10.134"
"-10.052","-10.106","-10.093","-10.079","-10.106","-10.134","-10.093","-10.093","-10.052","-10.134","-10.161","-10.106","-10.12","-10.093","-10.12","-10.093","-10.052","-10.106","-10.134","-10.134","-10.174","-10.093","-10.106","-10.12","-10.093","-10.106","-10.12","-10.093","-10.106","-10.12","-10.12","-10.106","-10.093","-10.093","-10.093","-10.093","-10.174","-10.161","-10.161","-10.161"
"-10.106","-10.065","-10.12","-10.093","-10.106","-10.12","-10.106","-10.052","-10.106","-10.093","-10.093","-10.093","-10.079","-10.134","-10.12","-10.093","-10.12","-10.12","-10.161","-10.161","-10.12","-10.106","-10.106","-10.147","-10.093","-10.093","-10.12","-10.093","-10.161","-10.12","-10.161","-10.134","-10.106","-10.12","-10.134","-10.147","-10.106","-10.134","-10.161","-10.147"
"-10.106","-10.106","-10.12","-10.093","-10.134","-10.079","-10.12","-10.12","-10.093","-10.12","-10.147","-10.12","-10.106","-10.106","-10.12","-10.147","-10.12","-10.106","-10.134","-10.12","-10.12","-10.079","-10.093","-10.134","-10.106","-10.12","-10.12","-10.12","-10.106","-10.147","-10.12","-10.106","-10.093","-10.161","-10.202","-10.243","-10.106","-10.093","-10.174","-10.106"
"-10.12","-10.093","-10.106","-10.147","-10.161","-10.106","-10.079","-10.079","-10.093","-10.093","-10.161","-10.12","-10.093","-10.093","-10.106","-10.12","-10.12","-10.134","-10.106","-10.147","-10.079","-10.134","-10.147","-10.134","-10.147","-10.106","-10.106","-10.134","-10.12","-10.147","-10.093","-10.093","-10.093","-10.161","-10.161","-10.134","-10.12","-10.12","-10.079","-10.106"
"-10.12","-10.12","-10.12","-10.12","-10.106","-10.161","-10.147","-10.161","-10.134","-10.093","-10.12","-10.147","-10.093","-10.093","-10.093","-10.093","-10.12","-10.106","-10.134","-10.12","-10.106","-10.12","-10.12","-10.161","-10.106","-10.147","-10.134","-10.12","-10.106","-10.079","-10.065","-10.093","-10.12","-10.12","-10.093","-10.134","-10.12","-10.093","-10.12","-10.106"
"-10.079","-10.12","-10.134","-10.12","-10.12","-10.093","-10.12","-10.161","-10.161","-10.12","-10.12","-10.106","-10.134","-10.12","-10.161","-10.147","-10.12","-10.12","-10.106","-10.12","-10.106","-10.093","-10.106","-10.12","-10.147","-10.12","-10.093","-10.12","-10.161","-10.174","-10.106","-10.093","-10.093","-10.12","-10.12","-10.093","-10.134","-10.147","-10.12","-10.106"
"-10.134","-10.12","-10.147","-10.161","-10.174","-10.134","-10.106","-10.12","-10.093","-10.106","-10.12","-10.12","-10.147","-10.079","-10.093","-10.147","-10.147","-10.093","-10.12","-10.12","-10.093","-10.065","-10.12","-10.093","-10.12","-10.093","-10.106","-10.12","-10.106","-10.106","-10.12","-10.12","-10.106","-10.106","-10.106","-10.161","-10.12","-10.12","-10.161","-10.147"
