-0.48,-0.01,0.75,212.16,103.48,33.26,5,76,0.86,0.97,-0.18,0.1,3.9,-6.68,-5.4,2,70,0.6,1
-0.42,0.79,0.37,275.64,-17.96,-11.04,5,76,0.86,0.97,-0.18,0.1,3.9,-6.68,-5.4,2,70,0.6,1
-0.42,0.79,0.37,275.64,-17.96,-11.04,5,76,0.86,0.94,-0.19,0.08,7.71,-1.43,-3.05,-7,95,0.6,1
-0.42,0.79,0.37,275.64,-17.96,-11.04,5,76,0.86,0.94,-0.19,0.08,7.71,-1.43,-3.05,-7,95,0.6,1
-0.42,0.79,0.37,275.64,-17.96,-11.04,5,76,0.86,0.94,-0.19,0.08,7.71,-1.43,-3.05,-7,95,0.6,1
-0.42,0.79,0.37,275.64,-17.96,-11.04,5,76,0.86,0.94,-0.19,0.08,7.71,-1.43,-3.05,-7,95,0.6,1
-0.42,0.79,0.37,275.64,-17.96,-11.04,5,76,0.86,0.99,-0.19,0.06,2.29,2.59,0.15,-7,95,0.6,1
-0.42,0.79,0.37,275.64,-17.96,-11.04,5,76,0.86,0.99,-0.19,0.06,2.29,2.59,0.15,-7,95,0.6,1
-0.41,1.17,-0.19,285.06,-3.78,-15.67,5,76,0.86,0.99,-0.19,0.06,2.29,2.59,0.15,-7,95,0.6,1
-0.41,1.17,-0.19,285.06,-3.78,-15.67,5,76,0.86,0.99,-0.19,0.06,2.29,2.59,0.15,-7,95,0.6,1
-0.41,1.17,-0.19,285.06,-3.78,-15.67,5,76,0.86,0.99,-0.19,0.06,2.29,2.59,0.15,-7,95,0.61,1
-0.41,1.17,-0.19,285.06,-3.78,-15.67,5,76,0.86,0.99,-0.19,0.06,2.29,2.59,0.15,-7,95,0.61,1
-0.41,1.17,-0.19,285.06,-3.78,-15.67,5,76,0.86,0.99,-0.19,0.06,2.29,2.59,0.15,-7,95,0.61,1
-0.41,1.17,-0.19,285.06,-3.78,-15.67,5,76,0.86,0.96,-0.15,0.05,-5.37,5.46,4.05,-7,95,0.61,1
-0.38,1.02,-0.23,4.05,-2.77,-1.71,5,76,0.86,0.96,-0.15,0.05,-5.37,5.46,4.05,-7,95,0.61,1
-0.38,1.02,-0.23,4.05,-2.77,-1.71,5,76,0.86,0.96,-0.15,0.05,-5.37,5.46,4.05,-7,95,0.61,1
-0.38,1.02,-0.23,4.05,-2.77,-1.71,5,76,0.86,0.96,-0.15,0.05,-5.37,5.46,4.05,-7,95,0.61,1
-0.38,1.02,-0.23,4.05,-2.77,-1.71,5,76,0.86,0.96,-0.15,0.05,-5.37,5.46,4.05,-7,95,0.61,1
-0.38,1.02,-0.23,4.05,-2.77,-1.71,5,76,0.86,0.96,-0.15,0.05,-5.37,5.46,4.05,-4,95,0.61,1
-0.38,1.02,-0.23,4.05,-2.77,-1.71,5,76,0.86,0.97,-0.16,0.05,-19.24,6.28,0.79,-4,95,0.61,1
-0.39,1.05,-0.24,-27.87,9.79,-5.67,5,76,0.86,0.97,-0.16,0.05,-19.24,6.28,0.79,-4,95,0.61,1
-0.39,1.05,-0.24,-27.87,9.79,-5.67,5,76,0.86,0.97,-0.16,0.05,-19.24,6.28,0.79,-4,95,0.61,1
-0.39,1.05,-0.24,-27.87,9.79,-5.67,5,76,0.86,0.97,-0.16,0.05,-19.24,6.28,0.79,-4,95,0.61,1
-0.39,1.05,-0.24,-27.87,9.79,-5.67,5,76,0.86,0.97,-0.16,0.05,-19.24,6.28,0.79,-4,95,0.61,1
-0.39,1.05,-0.24,-27.87,9.79,-5.67,5,76,0.86,0.97,-0.16,0.05,-19.24,6.28,0.79,-4,95,0.61,1
-0.39,1.05,-0.24,-27.87,9.79,-5.67,5,76,0.86,0.97,-0.16,0.05,-19.24,6.28,0.79,-4,95,0.61,1
-0.39,1.05,-0.24,-27.87,9.79,-5.67,5,76,0.86,0.94,-0.17,0.06,-26.25,2.59,-7.04,-4,95,0.61,1
-0.4,0.9,-0.12,-54.73,8.57,-3.11,5,76,0.86,0.94,-0.17,0.06,-26.25,2.59,-7.04,-4,95,0.61,1
-0.4,0.9,-0.12,-54.73,8.57,-3.11,5,76,0.86,0.94,-0.17,0.06,-26.25,2.59,-7.04,-4,95,0.61,1
-0.4,0.9,-0.12,-54.73,8.57,-3.11,5,76,0.86,0.94,-0.17,0.06,-26.25,2.59,-7.04,-4,95,0.61,1
-0.4,0.9,-0.12,-54.73,8.57,-3.11,5,76,0.86,0.94,-0.17,0.06,-26.25,2.59,-7.04,-4,95,0.61,1
-0.4,0.9,-0.12,-54.73,8.57,-3.11,5,76,0.86,0.94,-0.17,0.06,-26.25,2.59,-7.04,-4,95,0.61,1
-0.4,0.9,-0.12,-54.73,8.57,-3.11,5,76,0.86,0.95,-0.22,0.05,-26.25,2.59,-7.04,-4,95,0.61,1
-0.38,1.05,-0.03,-130.55,3.96,-1.65,5,76,0.86,0.95,-0.22,0.05,-33.02,1.71,-1.43,-4,95,0.61,1
