@relation test
@attribute attribute1 numeric
@attribute attribute2 numeric
@attribute attribute3 numeric
@attribute attribute4 numeric
@attribute attribute5 numeric
@attribute attribute6 numeric
@attribute attribute7 numeric
@attribute attribute8 numeric
@attribute attribute9 numeric
@attribute attribute10 numeric
@attribute attribute11 numeric
@attribute attribute12 numeric
@attribute attribute13 numeric
@attribute attribute14 numeric
@attribute attribute15 numeric
@attribute attribute16 numeric
@attribute attribute17 numeric
@attribute attribute18 numeric
@attribute attribute19 numeric
@attribute attribute20 numeric
@attribute attribute21 numeric
@attribute attribute22 numeric
@attribute attribute23 numeric
@attribute attribute24 numeric
@attribute attribute25 numeric
@attribute attribute26 numeric
@attribute attribute27 numeric
@attribute attribute28 numeric
@attribute attribute29 numeric
@attribute attribute30 numeric
@attribute attribute31 numeric
@attribute attribute32 numeric
@attribute attribute33 numeric
@attribute attribute34 numeric
@attribute attribute35 numeric
@attribute attribute36 numeric
@attribute attribute37 numeric
@attribute attribute38 numeric
@attribute attribute39 numeric
@attribute attribute40 numeric
@attribute attribute41 numeric
@attribute attribute42 numeric
@attribute attribute43 numeric
@attribute attribute44 numeric
@attribute attribute45 numeric
@attribute attribute46 numeric
@attribute attribute47 numeric
@attribute attribute48 numeric
@attribute attribute49 numeric
@attribute attribute50 numeric
@attribute attribute51 numeric
@attribute attribute52 numeric
@attribute attribute53 numeric
@attribute attribute54 numeric
@attribute attribute55 numeric
@attribute attribute56 numeric
@attribute attribute57 numeric
@attribute attribute58 numeric
@attribute attribute59 numeric
@attribute attribute60 numeric
@attribute attribute61 numeric
@attribute attribute62 numeric
@attribute attribute63 numeric
@attribute attribute64 numeric
@attribute attribute65 numeric
@attribute attribute66 numeric
@attribute attribute67 numeric
@attribute attribute68 numeric
@attribute attribute69 numeric
@attribute attribute70 numeric
@attribute attribute71 numeric
@attribute attribute72 numeric
@attribute attribute73 numeric
@attribute attribute74 numeric
@attribute attribute75 numeric
@attribute attribute76 numeric
@attribute attribute77 numeric
@attribute attribute78 numeric
@attribute attribute79 numeric
@attribute attribute80 numeric
@attribute attribute81 numeric
@attribute attribute82 numeric
@attribute attribute83 numeric
@attribute attribute84 numeric
@attribute attribute85 numeric
@attribute attribute86 numeric
@attribute attribute87 numeric
@attribute attribute88 numeric
@attribute attribute89 numeric
@attribute attribute90 numeric
@attribute attribute91 numeric
@attribute attribute92 numeric
@attribute attribute93 numeric
@attribute attribute94 numeric
@attribute attribute95 numeric
@attribute attribute96 numeric
@attribute attribute97 numeric
@attribute attribute98 numeric
@attribute attribute99 numeric
@attribute attribute100 numeric
@attribute attribute101 numeric
@attribute attribute102 numeric
@attribute attribute103 numeric
@attribute attribute104 numeric
@attribute attribute105 numeric
@attribute attribute106 numeric
@attribute attribute107 numeric
@attribute attribute108 numeric
@attribute attribute109 numeric
@attribute attribute110 numeric
@attribute attribute111 numeric
@attribute attribute112 numeric
@attribute attribute113 numeric
@attribute attribute114 numeric
@attribute attribute115 numeric
@attribute attribute116 numeric
@attribute attribute117 numeric
@attribute attribute118 numeric
@attribute attribute119 numeric
@attribute attribute120 numeric
@attribute attribute121 numeric
@attribute attribute122 numeric
@attribute attribute123 numeric
@attribute attribute124 numeric
@attribute attribute125 numeric
@attribute attribute126 numeric
@attribute class {Downstairs,Jogging,Sitting,Standing,Upstairs,Walking}
@data
5472.901400000001,5462.2367,5112.2747,4905.019800000001,5612.670800000001,5929.4552,5456.1154,5381.376299999999,5573.792600000001,5422.624700000001,4296.044800000001,4654.3028,5493.4952,5154.3306999999995,3769.2673000000004,3879.1939,3979.7963999999993,4247.2792,3747.7884999999997,767.3199999999999,823.7312999999999,498.45150000000024,701.7667000000002,626.2984,672.3669000000001,1021.5744999999998,522.9931,659.9697000000001,533.6248000000002,650.1105000000001,487.6442,809.4311999999998,587.0352999999999,767.1407,675.4198999999999,477.73589999999996,555.9533,3076.7974999999997,697.2628,2938.3369000000002,2697.8512999999994,2548.167,0.0,599.3883,302.2422,389.99780000000004,461.6395,506.05349999999993,774.3030000000001,1027.0487999999996,627.6537000000001,936.9752,672.9042,692.8052,892.3842,446.7436000000001,674.5765,458.21689999999995,675.4105,624.8667000000002,526.2202,719.7748,756.8237000000001,993.5999999999998,380.6222,484.4703,785.2296,2772.1594,631.9983999999998,2212.8338000000003,1774.7428999999997,1597.1321000000003,2341.9348999999997,583.4011,1013.0235,819.1459999999998,1877.9946999999997,1736.9894999999997,1324.2707000000005,756.1083,724.9026,850.8615,1161.1272000000001,609.0973999999999,381.544,646.8666999999999,840.156,335.6674000000001,707.5707000000001,689.4556,1174.8277000000003,442.78939999999994,333.09680000000003,505.3397999999999,1122.3001000000002,961.3142999999999,859.1244999999999,513.9711000000001,349.9429,422.22509999999994,269.6925,484.7681999999999,260.76030000000003,1134.9997999999998,503.87110000000007,250.31080000000009,232.20510000000004,342.60339999999997,588.3755,344.70189999999997,176.9914,371.6245000000001,380.1439000000001,392.93979999999993,0.0,214.5008,658.7201000000001,333.5442,235.66239999999996,332.8074,220.5892,290.9013,2065.3595999999993,482.1354,303.2483,235.84360000000004,Downstairs
5119.068799999999,5372.731000000001,4959.4156,4497.351100000001,5522.5996,5914.377600000001,5266.9125,5341.604800000001,5752.038500000001,5450.8624,4332.7982999999995,4573.0873,5637.5996,5105.742200000001,3806.6317,3845.9042000000004,4023.0808,4141.381,3699.117399999999,762.9875000000002,726.1797000000001,714.0521000000002,808.2311000000001,541.2237000000001,722.4401000000003,757.6791000000001,663.3599,1073.5910999999999,542.8706000000001,754.4063000000002,759.2415000000001,674.0736,0.0,809.2187,806.3569000000001,542.0874000000001,925.2539,3186.8862000000004,707.8399999999999,2935.2144,2646.7723000000005,2649.9296,533.9530000000001,615.2084999999998,645.1678,562.5971000000001,512.0663,221.70470000000003,787.3142,1106.4168000000002,661.2262999999999,921.4605999999999,553.0253,744.2954000000001,859.3918000000001,0.0,516.2605,299.3582,670.4999999999999,449.9531000000001,341.6454,570.9169,645.1421,573.8763,455.9202000000001,468.941,537.4118000000001,2223.0988,480.4698,1714.2758999999999,1442.251,1170.1242,1752.8385999999996,348.05719999999997,840.3228999999999,557.2821000000001,1589.6554,1342.7701,1022.5205000000001,1008.4116,951.0607,946.5886000000002,1067.0519000000002,842.2288000000001,296.4222,536.8178999999999,779.5373,350.7883999999999,608.1867,944.2518,1380.5104000000001,444.8361,233.29319999999998,533.0056000000001,1287.3988999999995,1182.3898,917.2481999999999,516.2199,294.7287000000001,317.0716,206.22899999999998,396.7745,358.78799999999995,1202.7553,369.5979,299.70959999999997,190.46790000000004,354.1057,391.23079999999993,325.2175,217.50539999999995,256.1255,319.81829999999997,333.56019999999995,186.24130000000002,273.2113,550.1196,288.78990000000005,195.80790000000002,288.94079999999997,222.19170000000003,286.96739999999994,1737.3475,381.4074,263.0344,209.13540000000003,Downstairs
5047.9171,4978.334499999999,4761.7433,4718.1253,5277.091199999998,5532.5597,5182.116800000001,5048.769199999999,5250.8712,5151.5658,4033.3768999999993,4444.2049,5127.560699999999,4752.390300000001,3570.3309999999997,3531.3064000000004,3846.5955000000004,3910.8281000000006,3500.2355,819.4751,901.0049,768.1334999999998,725.04,581.4901000000001,845.1153999999999,797.8950000000001,0.0,1001.4555,593.5624999999999,589.3566000000001,669.0186999999999,740.0107999999998,698.7478,492.5741000000001,882.2869,456.4535999999999,586.5824,3002.1934,665.8803999999999,2688.875,2467.1548,2379.2633,427.9445000000001,358.11629999999997,460.1665,307.7977,444.19249999999994,477.5049999999999,739.1653,595.8661999999998,554.8617000000003,845.8044999999998,580.5114000000001,397.72380000000004,669.2146000000001,499.4953,692.7584999999999,473.3604000000002,569.9372000000001,634.7354,581.3704,664.5546999999998,745.4715000000001,722.2493,402.4494000000001,503.7599000000001,775.1501,2499.2527999999998,473.8489,1876.8832999999997,1309.9041000000002,1456.3827999999999,2284.8743,212.59400000000002,1106.8569,541.8253999999998,1317.2996999999998,1320.04,1201.1339000000003,940.3988,960.4826000000002,775.0424,951.8207,476.5736,302.8752,586.2272,684.7212,131.53730000000002,702.9228999999999,844.1403999999998,1215.4469,245.09019999999995,164.7804,467.62970000000007,1167.7961999999998,1037.3355999999999,874.7237999999998,407.5417,267.5523,383.7236,295.52149999999995,362.027,282.8322,978.5848000000001,415.5521,318.066,256.34209999999996,269.63409999999993,477.6805,339.67089999999996,114.9167,248.39329999999998,357.0873,389.19130000000007,176.7156,201.39209999999997,488.351,277.5428,290.52469999999994,372.69910000000004,218.0079,310.2282000000001,2627.4262000000003,428.84419999999994,362.0702000000001,291.8217000000001,Downstairs
5239.533199999999,5266.5024,4766.5054,4960.1961,5289.874,5540.7832,5147.7411,5777.402799999999,5190.6628,5889.6396,4239.404799999999,5201.7546,6219.5395,5017.837700000001,4079.2234000000003,3864.4225999999994,4473.8824,4184.6211,3846.547,1118.8224000000002,845.5415,830.0319000000002,948.2459,723.6717,937.8472000000002,808.3337,952.5022999999998,1022.1929999999998,869.0101999999998,892.3821,813.7226,0.0,674.0736,1229.0609000000002,1048.8382,990.9038,1308.9161,3354.0532,1151.7678,2681.6924999999997,2808.6925999999994,2726.7354,743.4039000000001,879.0182,679.7675000000002,537.9751,708.7121000000001,457.40329999999983,808.2577,640.3367,1056.1813000000002,878.8064,633.6522,696.6720000000001,1062.1922,392.93460000000005,607.926,568.2185999999999,491.06680000000006,525.9508999999999,450.89160000000004,871.2935000000001,665.4178000000002,562.1397999999999,0.0,411.14250000000004,836.1624,2060.5398,403.2498,1602.9344000000003,1251.7408000000005,1386.8552,1892.1535000000003,252.3546,912.6236999999999,702.3033000000001,1203.1515000000002,1196.4364,1299.9162000000001,1136.8757,729.3435000000001,1123.8521,1056.1653,436.6132,397.8365,837.17,946.2291,302.8222999999999,830.5149999999998,835.9268,1341.2201,517.8109000000001,408.77470000000005,572.5371,1157.4982,1134.0476999999998,915.7186,463.02080000000007,306.0712000000001,483.6509999999999,357.7721,298.13399999999996,349.32129999999995,1237.2836000000002,453.91259999999994,338.78749999999997,268.06549999999993,317.07570000000004,411.97360000000003,274.4039,265.7943,322.92960000000005,373.31429999999995,448.66769999999997,275.84860000000003,193.1013,531.8775,313.0112999999999,216.50849999999997,287.4755,190.37949999999998,211.52920000000006,2003.881,336.1383,300.2733,210.6777,Downstairs
5146.4271,5016.2691,4597.425400000001,4318.791899999999,5194.377700000001,5489.901300000001,5132.4054000000015,5281.5438,5020.3502,5275.062699999999,4045.372,4510.8146000000015,5355.480199999998,4398.3535,3320.2075999999997,3590.9031,3507.0366999999997,3670.7515000000008,3312.5809,826.0316,999.3494999999999,1049.1494999999998,734.7926000000001,724.1445000000001,853.6336,1005.0334999999999,636.4513999999999,1150.1363000000001,738.8458,570.6353,572.9646000000002,876.2182,756.5559000000002,624.7551999999998,745.2003,586.6668000000001,1036.8413,3033.8695000000002,797.8593,2668.5414000000005,2464.6956,2183.0214,515.0789,759.7280000000001,590.7065,560.048,622.614,464.2189,739.5406999999999,1270.7700999999997,747.2567,908.9367000000001,650.9402999999999,635.0671000000001,926.0637,419.34250000000014,380.79299999999995,330.8912,562.7036,313.563,409.8578,379.0906999999999,529.1712000000001,878.3551999999997,468.052,386.3117,572.024,1957.7477999999996,462.5433,1492.3863999999999,1205.5915000000002,1222.6816000000001,1482.9170000000004,394.4553999999999,796.7441999999999,545.0596000000002,1348.6730000000002,1151.5223999999998,942.4466,688.1947000000002,642.6544,849.4410999999999,971.9484000000001,609.5906,511.3321,810.8449,1034.8542,409.70090000000005,852.3052999999998,807.1321999999999,1158.5686999999998,496.98779999999994,413.19280000000003,743.8208999999998,1199.9040999999997,1041.8328000000001,888.8019999999998,492.0668,337.81930000000006,442.69269999999995,392.48729999999995,407.4126999999999,257.25859999999994,1070.8631000000003,473.0905999999999,311.0078,185.35419999999996,355.68859999999995,503.06800000000004,338.26,307.6447,387.6116,356.2112000000001,434.2772,270.1006999999999,319.2391,473.7974,374.03290000000004,265.05959999999993,502.0781000000002,296.23420000000004,364.8564000000001,1926.5592999999994,486.17289999999997,283.1326,0.0,Downstairs
5651.0851999999995,5528.1854,4968.717200000001,4631.4793,5716.548600000001,5983.282500000001,5499.477700000001,5633.775799999999,5641.6293,5325.776800000001,4420.4415,4827.7993,5747.4449,4978.8919000000005,3783.3468,4043.7457,4469.961399999999,4421.759599999999,3910.373199999999,1198.5951000000002,945.8139000000001,992.2610999999999,894.8082999999998,848.2428999999998,747.0092999999999,0.0,859.6857999999997,1518.4320999999998,753.0926999999998,1002.9662999999999,805.5509999999998,1207.7825999999998,875.3274,1060.5883000000001,1020.7009999999998,681.5335999999999,1169.1742,3323.0955999999996,1047.8473999999997,2993.5868,2792.8322,2656.1706,698.7606999999999,839.7682,537.8382,468.6482999999999,557.9903999999999,531.5309,930.6313999999999,936.2275999999999,688.2321000000002,837.2226,520.6796,791.3065999999999,1035.3078,835.1521999999999,746.6035999999999,524.0160000000001,599.1559000000001,807.1964,518.8857,752.3634999999999,856.9304999999999,902.4323999999998,684.4113999999998,527.9173999999999,970.4070000000002,2267.6716,534.1157999999999,1585.5749000000003,1314.0469999999998,978.017,1885.2089,339.7407000000001,1038.0518,740.4234999999999,1293.2173999999995,1100.0865,1426.9337,922.8668000000001,448.64930000000004,1036.6522999999997,739.2559999999997,477.80139999999994,323.00089999999994,711.7374999999997,823.7149,213.17460000000003,905.5869000000001,688.4475999999999,1093.1191,457.6380999999999,278.83239999999995,526.0406,1113.4914999999999,915.7344999999999,711.8527999999999,448.93230000000005,212.92619999999994,409.28729999999996,385.4341999999999,381.1362000000001,299.76109999999994,1230.5481000000002,366.0194000000001,325.3741,261.5739,246.1596,540.0261,347.3805999999999,199.45229999999998,318.5593999999999,392.5483,380.64270000000005,225.2167,210.84730000000002,597.4703000000001,305.4131,247.50190000000006,255.26239999999999,311.0118,269.3399,2376.1035000000006,274.5705999999999,333.5354000000001,261.7955,Downstairs
5440.9791000000005,5453.7547,5070.9457999999995,4938.943299999999,5673.972,6190.0452,5471.0256,5411.4766,5350.113,5706.8395,4402.327600000001,4654.026000000001,5792.5876,5203.286499999999,4052.4674,4022.7587999999996,4342.7355,4415.8288999999995,3760.7751000000007,1143.5988000000004,1024.7864000000002,775.8400999999999,901.6326,902.6191,810.6907000000001,1498.0919999999999,991.3664999999999,934.9055000000001,801.6035000000002,1056.3881999999996,907.9910999999998,935.6531000000001,1059.0888999999997,1094.3891999999998,1137.3704,866.7197000000001,694.4961,3280.4829,1250.2349,2866.934099999999,2897.5373999999997,2912.2068,434.36070000000007,519.5739,708.3931,636.1633,857.8249999999999,416.92100000000005,456.5344999999999,1188.8597000000002,645.0830999999998,685.6107,504.213,782.7811,724.8974999999999,570.7965999999999,549.1777999999999,0.0,824.2282000000002,401.44849999999985,257.83309999999994,683.6153,648.7715999999999,710.3307999999998,484.5101,596.8924,640.2937,2037.7918,592.1172,1564.7272,1206.1713000000002,1436.766,1551.6226000000001,386.9927,965.7098000000001,565.4246999999999,1527.6051,1285.346,1097.6911000000002,1201.3277,710.3891000000001,986.0766999999998,1030.409,563.0235999999998,449.2996,741.2434,843.1786999999999,317.5922999999999,843.7613000000001,883.9881,1388.6441999999997,478.0299,376.71110000000004,563.1698000000001,1114.8377000000005,1132.7247,892.8976999999998,584.7029,308.99069999999995,417.715,293.29209999999995,439.153,345.7077,1106.5474000000004,500.366,315.26559999999995,226.3753,361.3986,563.5210999999999,418.22249999999997,258.802,386.8386000000001,497.5198,375.2049,233.10120000000003,251.35249999999996,515.0903,370.2063,221.09249999999997,404.5579,240.72490000000002,314.2488,1653.0644999999997,449.64820000000003,223.1523,198.1622,Downstairs
5595.009999999999,5713.553500000002,5034.3988,4853.5991,5657.715800000001,6115.9878,5718.072100000001,6123.9017,6111.158799999999,5791.384,4626.5472,4979.005499999999,5997.0355,5082.468100000001,4114.9268,4188.2047999999995,4577.838,4906.6485,4181.3374,0.0,840.5651999999998,1043.9304999999997,826.2805999999999,773.2523999999999,650.8792000000003,1070.0306,800.6049999999999,979.9071000000002,597.3615999999998,828.6276,738.9156,977.5876000000001,701.1087000000002,849.2266000000001,912.1079,763.3741000000002,1326.6893,3661.3825999999995,1031.9268,3264.5291,3072.1286,2990.8552000000004,480.7350999999999,547.0431000000001,471.96740000000005,506.14730000000003,712.9164999999999,0.0,621.4006,721.4884999999999,608.8389999999998,673.4447000000001,435.8450000000001,493.76279999999997,750.3911999999997,330.10099999999994,377.0460999999999,303.93930000000006,429.2122,493.20429999999993,399.80899999999997,610.8784,649.8673,643.5708999999999,371.57130000000006,545.3918,614.9661000000001,2340.8821,340.7116,1746.5577999999998,1347.2337000000002,1481.2653,1994.3428000000001,402.88149999999996,818.3845000000001,383.1094,1491.4634999999998,1560.5446,957.1956,996.1273000000001,740.1186,893.3942,1171.2762999999998,664.6776,350.21720000000005,586.1686000000001,642.2559999999999,176.31159999999994,699.3303999999999,880.3606,1174.2401000000002,257.97279999999995,202.99560000000002,505.9085,1150.2493999999997,854.1113999999999,935.2746,440.1694999999999,238.8607,218.27369999999996,380.0428,353.90930000000003,294.97409999999996,1141.2751,370.551,326.8452000000001,74.94810000000001,261.59650000000005,472.8395,353.9162,325.07039999999995,272.32399999999996,162.24140000000003,334.6985,285.08110000000005,266.29509999999993,478.6107,274.60409999999996,258.8236,0.0,306.23909999999995,368.6763,2779.5161999999996,431.5016,248.96520000000004,376.73299999999995,Downstairs
6047.8948,5984.321299999999,5471.042600000002,5110.063900000001,6247.6903999999995,6595.5394000000015,6237.154300000001,5914.712100000002,6100.4864,6157.9937,4748.2702,5285.3608,6003.276900000001,5662.5661,4194.9486,4342.044,4264.629800000001,4584.4599,4171.1492,918.1745,939.3801999999998,710.8090000000001,709.8665999999997,828.6746000000002,820.5133999999999,926.8335999999999,770.8417999999999,1257.0654000000004,730.6041,916.2037000000005,791.5578000000002,825.6435000000002,683.4923,979.7875999999999,809.3191,810.1065000000001,978.9536999999999,3323.0308999999997,1026.4381,3274.3993,3092.5153999999993,3061.7654,697.8330999999998,705.6403,710.4414999999999,680.9537,748.2524999999999,418.4454,692.7124000000001,1231.9462999999998,758.3624000000001,986.9571000000001,572.3479000000001,880.8956999999998,884.2307,326.66960000000006,429.29100000000005,279.5904,499.8624,278.246,303.90059999999994,599.5629,661.9556999999999,763.5547000000001,340.8634,708.7171000000001,629.8032000000001,2413.3085,479.9631999999999,1762.6136,1106.0237,1302.1835,1923.4388000000004,441.8398000000001,541.8435,364.13530000000003,1422.2900000000002,1406.9826,1507.3123,1322.7695000000003,886.8579,1044.6766,1063.4397000000001,825.4899000000001,304.22839999999997,809.9067999999999,983.7746000000001,364.6876000000001,851.6250999999999,991.2972999999996,1257.6779999999997,428.9016,422.74449999999996,674.4401,1297.7974000000002,1130.2004999999997,1043.3944999999997,584.3357,404.40139999999997,550.6274999999999,391.1645,524.1136,370.57430000000005,1321.4516999999998,450.12579999999997,369.2919,289.77670000000006,426.9685999999999,476.01599999999996,316.15219999999994,303.58329999999995,339.599,344.1366,525.7632,344.13770000000005,298.61719999999997,513.4674000000001,289.5575,290.34,271.31860000000006,0.0,327.5606000000001,1928.4152999999997,346.425,249.58660000000003,246.43560000000005,Downstairs
5422.6246,5410.929999999999,4940.449100000001,4636.2226,5478.753,5865.436600000001,5464.1449,5179.1864,5362.7068,5360.496499999998,4074.2165,4439.7448,5439.086899999999,4942.835100000001,3714.4456999999998,3799.6947,3830.9835,4083.5616,3565.4295999999995,1071.3034000000002,1019.1179999999999,768.5351999999999,703.3223000000002,813.6664999999999,795.2598,839.3326999999999,652.2848,1197.1616999999997,515.9488999999999,742.0587999999999,794.8783999999998,820.6588999999999,753.8779,859.9908,716.2312999999999,566.5971000000001,992.1209999999999,2738.7610999999997,735.4587,2764.1576,2657.1661,2540.0204999999996,397.6012,0.0,570.9527,603.424,557.4311000000001,480.6105000000001,494.5593,853.6673,463.1037,502.1902999999999,567.0543,572.9478,870.8238,298.01570000000004,495.8828999999999,442.0109,707.8148000000001,425.22550000000007,337.7721,440.35889999999995,359.8316999999999,780.0331,259.3267,511.9883,657.2933000000002,2300.3909999999996,588.6128999999999,1643.5747999999996,1185.2992999999997,1362.8818,1878.0898999999997,372.4893,658.7265999999998,599.4629,1510.3036999999997,1541.5974,1353.3856000000003,1317.3901999999998,914.6732000000002,998.7833999999999,1142.5798999999997,794.8529999999998,428.20249999999993,624.6280999999999,724.7812,280.2546,615.9149000000002,794.0528,1301.5899,447.15560000000005,336.03920000000005,511.0703,956.7844000000001,1047.5637,809.6731999999998,498.06299999999993,356.20380000000006,407.02649999999994,314.5815,415.83090000000004,357.3011,1081.135,330.21200000000005,306.20570000000004,197.15449999999998,336.4083,390.09110000000004,344.30379999999997,250.59520000000003,385.2635,336.2253999999999,415.14070000000004,197.59169999999997,259.82679999999993,462.20140000000004,222.02690000000004,0.0,313.73130000000003,318.18910000000005,295.90049999999997,1813.4126999999994,389.90189999999996,226.9658,184.28399999999993,Downstairs
