"36.06","36.06","35.88","35.76","35.7","35.4","35.34","35.22","34.98","34.86","35.04","35.34","35.88","36.48","37.32","38.46","39.66","40.32","41.22","41.7","42.3","42.48","42.6","42.78","42.72","42.66","42.42","41.7","41.34","40.98","40.32","39.9","39.72","39.36","39.3","39.12","38.82","38.58","38.4","38.34"
"38.34","38.28","38.28","38.22","37.74","37.62","37.32","37.2","37.26","37.44","37.56","37.62","37.8","37.86","37.86","37.98","38.1","38.1","38.28","38.28","38.1","37.98","37.68","37.26","37.02","36.66","36.0","35.7","35.4","34.74","34.2","33.9","33.24","32.94","32.7","31.98","31.74","31.2","30.48","30.12"
"29.76","29.22","29.04","28.8","28.44","28.2","28.14","28.2","28.08","28.26","28.5","28.62","28.86","29.22","29.34","29.52","29.88","30.18","30.12","30.18","30.18","30.12","30.3","30.24","30.36","30.12","30.12","30.18","30.0","29.88","29.82","29.76","29.64","29.4","29.16","29.04","28.56","28.26","27.6","27.12"
"26.82","26.46","25.68","25.2","25.14","24.66","24.3","23.76","23.58","23.58","23.52","23.7","23.7","23.82","24.48","24.72","24.84","25.32","25.68","26.1","26.28","26.82","27.12","27.9","28.26","28.44","28.74","29.04","29.34","29.64","30.18","30.3","30.66","30.96","31.08","31.2","31.2","31.38","31.56","31.5"
"31.38","31.26","31.26","31.26","31.14","31.14","31.08","31.02","30.96","30.78","30.48","30.48","30.42","30.24","30.0","29.88","29.82","29.82","30.06","30.24","30.42","30.78","31.56","31.86","32.34","32.76","33.0","33.18","33.54","33.9","33.96","33.78","33.54","33.42","33.18","32.7","32.58","32.52","32.34","32.34"
"32.28","32.22","32.22","32.46","32.82","32.82","32.94","33.0","33.12","33.12","33.06","33.12","32.94","32.88","32.88","32.64","32.46","32.46","32.22","32.1","32.04","31.86","31.8","31.68","31.44","31.26","31.08","30.78","30.54","30.18","29.76","29.58","29.28","29.4","29.28","29.22","29.4","29.7","29.94","30.42"
"30.84","31.56","31.92","32.16","32.4","32.76","32.88","33.06","33.12","33.06","33.0","33.06","33.12","33.06","33.36","33.6","33.66","33.78","33.9","34.32","34.32","34.44","34.86","34.98","35.04","35.1","35.1","34.98","34.92","34.92","34.8","34.62","34.5","34.38","34.2","34.14","33.72","33.54","33.36","33.06"
"32.64","32.28","31.98","31.86","31.62","30.78","30.54","30.36","30.36","30.6","30.72","31.2","31.44","31.8","32.64","33.0","33.42","34.32","34.86","35.46","35.7","35.88","36.12","36.18","36.3","36.54","36.6","36.78","37.14","37.32","37.62","37.92","38.16","38.46","38.76","39.0","39.18","39.36","39.66","39.78"
"39.78","39.9","39.96","40.08","40.26","40.2","40.14","40.08","40.14","40.02","39.9","39.72","39.66","39.72","39.54","39.36","38.7","38.4","38.1","37.92","37.56","37.44","37.44","37.62","37.68","37.62","37.74","37.86","38.1","38.76","39.12","39.3","39.48","39.6","39.54","39.3","39.12","39.0","38.58","38.4"
"38.28","37.68","37.56","37.68","37.74","37.68","37.56","37.56","37.62","37.86","37.98","38.1","38.22","38.34","38.34","38.28","38.34","38.34","38.46","38.64","38.58","38.52","38.28","38.22","38.1","38.04","38.04","37.74","37.5","37.32","37.2","36.96","36.6","36.18","35.94","35.7","35.4","35.28","35.22","35.4"
